City_ID,City,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Country,Date
363,borujerd,33.8973,48.7516,284.9,58,13,1.15,IR,1731284732
364,port alberni,49.2413,-124.8028,281.37,92,100,1.65,CA,1731284734
365,brookings,44.3114,-96.7984,281.51,96,0,3.09,US,1731284735
366,makarov,48.6333,142.8,274.69,59,8,8.17,RU,1731284736
367,kapsan-up,41.0903,128.2933,275.51,84,33,0.62,KP,1731284737
368,winkler,49.1817,-97.941,279.25,75,100,9.26,CA,1731284738
369,bishkul,54.7803,69.1033,263.23,95,22,3.82,KZ,1731284739
370,coquimbo,-29.9533,-71.3436,289.0,72,0,3.6,CL,1731284741
371,sake,-1.5736,29.045,288.93,94,93,0.55,CD,1731284742
372,bathurst,-33.4166,149.5806,295.91,59,98,0.45,AU,1731284743
373,fale old settlement,-9.3852,-171.2468,301.21,74,69,4.82,TK,1731284744
374,smithers,54.7804,-127.1743,275.33,75,100,4.63,CA,1731284745
375,muravlenko,63.7898,74.523,259.8,96,91,3.42,RU,1731284747
376,narok,-1.0783,35.8601,286.94,87,95,1.33,KE,1731284748
377,berezovyy,51.6667,135.7,270.17,48,29,3.15,RU,1731284749
378,jinchang,38.4953,102.1739,277.63,57,56,3.01,CN,1731284750
379,colonia,50.9333,6.95,283.22,92,100,2.57,DE,1731284751
380,vlore,40.4667,19.4897,287.61,68,93,1.78,AL,1731284753
381,cabugao,17.7931,120.4578,299.28,81,97,3.34,PH,1731284754
382,ponta delgada,37.7333,-25.6667,293.55,88,75,6.17,PT,1731284755
383,hammerfest,70.6634,23.6821,280.4,87,75,7.2,NO,1731284756
384,taro,-8.3862,115.28,297.16,86,37,0.43,ID,1731284757
385,tokar,18.4254,37.729,302.06,72,77,5.4,SD,1731284759
386,naze,28.3667,129.4833,298.66,87,16,2.69,JP,1731284760
387,labrador city,52.9463,-66.9114,272.1,74,100,6.17,CA,1731284761
388,san luis de la loma,17.2706,-100.8939,300.16,83,53,1.76,MX,1731284762
389,kokpekty,48.75,82.4,275.59,78,100,7.44,KZ,1731284764
390,caleta de carquin,-11.0925,-77.6267,292.24,82,46,3.55,PE,1731284765
391,ellsworth,44.5434,-68.4195,280.86,71,0,3.09,US,1731284766
392,lydenburg,-25.0978,30.4597,289.05,97,100,0.62,ZA,1731284767
393,tamanrasset,22.785,5.5228,285.1,37,0,1.54,DZ,1731284768
394,dwarka,22.2394,68.9678,300.22,66,0,4.42,IN,1731284770
395,horezu,45.15,24.0167,276.15,95,100,0.29,RO,1731284771
396,port alfred,-33.5906,26.891,290.66,74,100,1.95,ZA,1731284474
397,peniche,39.3558,-9.3811,292.15,92,63,6.62,PT,1731284773
398,jeddah,21.5169,39.2192,302.07,61,0,3.6,SA,1731284774
399,pangody,65.85,74.4859,261.21,92,100,9.94,RU,1731284776
400,holualoa,19.6228,-155.9522,299.17,75,40,5.14,US,1731284777
401,luderitz,-26.6481,15.1594,287.45,82,0,6.98,NA,1731284611
402,kapuskasing,49.4169,-82.4331,279.15,87,100,2.57,CA,1731284779
403,jayapura,-2.5333,140.7,300.81,83,69,1.75,ID,1731284780
404,magadan,59.5667,150.8,264.68,71,100,10.19,RU,1731284781
405,treasure island,27.7692,-82.769,300.16,76,0,2.06,US,1731284783
406,chul'man,56.8479,124.9104,250.65,100,89,0.91,RU,1731284784
407,piacabucu,-10.4056,-36.4344,298.69,83,79,7.5,BR,1731284785
408,mtsensk,53.2766,36.5733,273.84,88,62,1.56,RU,1731284787
409,nallihan,40.1859,31.3518,279.54,58,99,1.85,TR,1731284789
410,kattivakkam,13.2167,80.3167,299.9,92,39,5.24,IN,1731284790
411,nyrsko,49.2939,13.1435,273.76,85,0,0.74,CZ,1731284794
412,paphos,34.7667,32.4167,290.03,94,40,3.6,CY,1731284612
413,hadibu,12.65,54.0333,298.62,80,14,4.4,YE,1731284796
414,serilingampalle,17.4931,78.302,292.07,70,58,2.5,IN,1731284797
415,ridgecrest,35.6225,-117.6709,295.75,13,0,1.54,US,1731284798
416,la'ie,21.6477,-157.9253,300.81,75,12,4.02,US,1731284800
417,safaga,26.7292,33.9365,295.56,47,0,6.88,EG,1731284801
418,susuman,62.7833,148.1667,240.42,98,92,0.3,RU,1731284802
419,nogliki,51.8333,143.1667,271.99,62,95,11.74,RU,1731284803
420,ghat,24.9647,10.1728,291.66,31,40,2.15,LY,1731284804
421,alvaraes,-3.2208,-64.8042,297.46,95,96,1.21,BR,1731284806
422,nikolayevsk-on-amure,53.1406,140.73,270.21,86,98,6.34,RU,1731284807
423,agadez,19.75,10.25,292.22,26,0,2.69,NE,1731284808
424,tazacorte,28.629,-17.9293,299.9,25,0,4.47,ES,1731284809
425,scarborough,54.2797,-0.4044,281.29,65,52,0.45,GB,1731284810
426,vernon,50.2581,-119.2691,281.9,80,100,0.51,CA,1731284812
427,baiyin,36.5583,104.2081,278.36,57,87,3.75,CN,1731284813
428,abepura,-2.6333,140.5833,300.6,83,40,1.03,ID,1731284814
429,brazil,39.5237,-87.125,289.48,66,0,5.3,US,1731284817
430,egersund,58.4513,5.9997,280.74,83,100,2.38,NO,1731284818
431,cam ranh,11.9214,109.1591,299.13,78,0,0.51,VN,1731284819
432,dahab,28.501,34.5134,295.06,47,0,5.09,EG,1731284820
433,gulf breeze,30.3571,-87.1639,298.16,93,100,6.17,US,1731284821
434,buta,2.7858,24.73,293.7,100,100,0.32,CD,1731284761
435,irymple,-34.25,142.1667,298.2,41,100,5.38,AU,1731284824
436,tobelo,1.7284,128.0095,301.15,80,44,1.14,ID,1731284825
437,umba,66.6871,34.3429,272.62,90,42,2.92,RU,1731284826
438,kourou,5.1552,-52.6478,300.33,81,87,3.7,GF,1731284827
439,zakharivka,47.3333,29.75,276.15,78,9,2.63,UA,1731284829
440,sattahip,12.6664,100.9007,298.2,78,20,2.57,TH,1731284830
441,rio preto da eva,-2.6994,-59.6997,300.64,63,48,1.54,BR,1731284831
442,keflavik,64.0049,-22.5624,278.39,87,75,9.26,IS,1731284833
443,crane,31.3974,-102.3501,291.14,19,0,1.75,US,1731284835
444,dayrut,27.556,30.8076,290.63,45,0,2.92,EG,1731284836
445,lefkada,38.8275,20.7019,286.47,81,20,0.0,GR,1731284837
446,puerto aysen,-45.4,-72.7,279.41,99,100,2.01,CL,1731284838
447,esmeraldas,-19.7625,-44.3139,293.14,88,71,4.44,BR,1731284839
448,laguna,38.421,-121.4238,294.86,34,0,2.06,US,1731284726
449,inari,68.906,27.0288,270.74,86,66,1.89,FI,1731284842
450,manaure,11.7751,-72.4445,300.39,78,69,2.48,CO,1731284843
451,anna regina,7.2644,-58.5077,301.26,77,55,5.2,GY,1731284844
452,milledgeville,33.0801,-83.2321,290.23,97,100,2.06,US,1731284846
453,benguela,-12.5763,13.4055,297.49,83,98,3.03,AO,1731284847
454,utrik,11.2278,169.8474,301.64,77,1,9.01,MH,1731284848
455,santiago de cao,-7.9589,-79.2392,291.22,88,87,2.57,PE,1731284849
456,west bay,19.3667,-81.4167,299.19,89,20,0.51,KY,1731284850
457,charters towers,-20.1,146.2667,303.44,40,35,7.06,AU,1731284852
458,mananjary,-21.2167,48.3333,296.85,94,64,3.38,MG,1731284853
459,moires,35.0532,24.8744,285.49,70,5,1.79,GR,1731284855
460,luena,-11.7833,19.9167,289.08,98,72,1.56,AO,1731284857
461,palikir - national government center,6.9248,158.1611,301.62,79,100,2.57,FM,1731284858
462,aykhal,66.0,111.5,257.16,98,100,2.75,RU,1731284859
463,halifax,44.6453,-63.5724,279.51,66,14,4.63,CA,1731284827
464,namtsy,62.7161,129.6658,253.24,100,97,0.46,RU,1731284861
465,howard springs,-12.497,131.047,305.36,71,84,2.45,AU,1731284747
466,fort mcmurray,56.7268,-111.381,272.88,74,100,1.54,CA,1731284672
467,usinsk,65.9939,57.5281,260.31,97,28,4.36,RU,1731284865
468,xining,36.6167,101.7667,276.26,70,77,1.47,CN,1731284866
469,wewak,-3.5534,143.6268,301.06,79,100,1.68,PG,1731284867
470,savelugu,9.6244,-0.8253,299.41,33,72,2.17,GH,1731284869
471,nchelenge,-9.3451,28.734,295.1,83,89,3.24,ZM,1731284870
472,castillos,-34.1667,-53.8333,288.66,89,7,3.13,UY,1731284871
473,zaozersk,69.4005,32.4476,274.76,71,98,6.07,RU,1731284872
474,cheongju-si,36.6372,127.4897,281.13,100,1,1.03,KR,1731284873
475,amarante do maranhao,-5.5667,-46.7422,301.41,57,97,1.86,BR,1731284875
476,qui nhon,13.7667,109.2333,296.9,82,46,1.09,VN,1731284876
477,daru,-9.0763,143.2092,301.63,71,98,5.06,PG,1731284877
478,berezovo,63.9381,65.0419,261.82,78,85,6.1,RU,1731284878
479,egilsstadir,65.2653,-14.3948,282.1,49,40,8.75,IS,1731284879
480,el porvenir,13.7617,-87.3458,295.72,92,58,0.74,HN,1731284881
481,kuanda,56.3161,116.0806,256.05,97,100,0.21,RU,1731284882
482,hobyo,5.3505,48.5268,300.08,78,100,7.56,SO,1731284883
483,taksimo,56.3444,114.8794,258.36,90,100,0.74,RU,1731284884
484,pionerskiy,54.9508,20.2275,275.06,76,32,4.57,RU,1731284885
485,iowa falls,42.5225,-93.2513,284.22,81,40,5.66,US,1731284887
486,ulladulla,-35.35,150.4667,290.75,71,100,0.91,AU,1731284888
487,sosnovo-ozerskoye,52.5249,111.5418,261.23,97,96,0.64,RU,1731284889
488,as suwayq,23.8494,57.4386,299.58,58,0,2.03,OM,1731284890
489,coari,-4.085,-63.1414,296.67,98,91,0.98,BR,1731284891
490,guasdualito,7.2424,-70.7324,299.13,94,20,0.0,VE,1731284893
491,dryden,49.7833,-92.7503,280.31,93,100,4.12,CA,1731284894
492,fiambala,-27.6871,-67.6149,298.3,48,3,5.35,AR,1731284895
493,nueva guinea,11.6876,-84.4562,296.27,94,100,2.47,NI,1731284896
494,peace river,56.2501,-117.286,271.32,80,0,3.09,CA,1731284897
495,peto,20.1333,-88.9167,296.7,99,94,0.95,MX,1731284899
496,radzyn podlaski,51.7833,22.6167,275.54,77,10,2.86,PL,1731284900
497,nadym,65.5333,72.5167,261.37,93,100,11.54,RU,1731284901
498,remire-montjoly,4.9167,-52.2667,298.17,100,20,1.03,GF,1731284902
499,laiyang,36.9758,120.7136,286.49,82,47,0.37,CN,1731284903
500,erenhot,43.6475,111.9767,277.34,55,90,6.7,CN,1731284905
501,ipora,-16.4419,-51.1178,297.45,80,100,1.34,BR,1731284906
502,itupiranga,-5.1347,-49.3267,301.63,50,36,1.2,BR,1731284907
503,veraval,20.9,70.3667,298.82,63,0,3.63,IN,1731284908
504,amarpur,25.0333,86.9,294.79,66,1,1.0,IN,1731284909
505,novyy urengoy,66.0833,76.6333,263.55,93,100,8.9,RU,1731284911
506,morant bay,17.8815,-76.4093,299.32,87,13,2.94,JM,1731284912
507,essaouira,31.5125,-9.77,293.87,60,4,3.6,MA,1731284913
508,macia,-25.0269,33.0989,295.84,93,100,2.35,MZ,1731284914
509,chinde,26.8212,87.7095,291.71,73,0,2.49,NP,1731284915
510,jining,35.405,116.5814,289.1,86,100,1.73,CN,1731284917
511,zahedan,29.4963,60.8629,281.1,42,0,2.06,IR,1731284918
512,brisas barra de suchiate,14.55,-92.2167,300.7,76,15,2.32,MX,1731284919
513,kolonia,50.9333,6.95,283.22,92,100,2.57,DE,1731284751
514,kamina,-8.7386,24.9906,290.78,98,100,1.49,CD,1731284921
515,toledo,39.8333,-4.0,285.22,80,9,1.38,ES,1731284923
516,morelos,18.75,-99.0,299.89,57,27,1.88,MX,1731284924
517,ciudad madero,22.2667,-97.8333,299.29,83,0,3.6,MX,1731284925
518,weyburn,49.6668,-103.8511,275.27,87,97,6.69,CA,1731284926
519,shchuchinsk,52.9333,70.2,264.34,98,100,2.36,KZ,1731284927
520,leava,-14.3,-178.1667,300.52,82,99,7.77,WF,1731284928
521,alesund,62.4723,6.1549,280.23,70,100,4.12,NO,1731284930
522,kailua-kona,19.6406,-155.9956,301.24,73,40,5.14,US,1731284931
523,lamu,-2.2717,40.902,299.26,87,97,3.83,KE,1731284932
524,sao tome,0.3365,6.7273,299.08,82,98,0.87,ST,1731284933
525,taroa,8.7058,171.2275,301.39,77,2,7.42,MH,1731284936
526,shache,38.4167,77.2406,283.3,49,100,0.46,CN,1731284937
527,mount pleasant,32.7941,-79.8626,295.23,88,20,2.06,US,1731284938
528,cannonvale,-20.2833,148.7,300.81,63,73,5.96,AU,1731284939
529,barbuletu,45.1333,25.3,277.9,95,100,1.25,RO,1731284941
530,paungde,18.4833,95.5,294.52,96,70,3.27,MM,1731284942
531,bobo-dioulasso,11.1771,-4.2979,294.4,60,0,3.09,BF,1731284943
532,paulden,34.8856,-112.4682,292.54,21,31,0.45,US,1731284944
533,binkolo,8.9533,-11.9779,296.69,78,50,1.08,SL,1731284946
534,quelimane,-17.8786,36.8883,296.98,88,12,2.27,MZ,1731284947
535,pisz,53.6274,21.8125,275.39,78,76,1.93,PL,1731284948
536,polyarnyy,69.1989,33.4478,274.81,70,99,6.44,RU,1731284949
537,kotabumi,-4.8333,104.9,299.04,83,100,1.1,ID,1731284950
538,lander,42.833,-108.7307,280.6,53,0,3.6,US,1731284734
539,mitu,1.1983,-70.1733,295.95,98,83,0.69,CO,1731284953
540,nanao,37.05,136.9667,291.54,66,94,1.4,JP,1731284954
541,crixas,-14.5489,-49.9692,296.12,87,73,0.71,BR,1731284956
542,fortuna,40.5982,-124.1573,292.0,43,0,5.66,US,1731284958
543,fisterra,42.9049,-9.2629,289.65,92,54,3.61,ES,1731284959
544,selfoss,63.9331,-20.9971,278.17,78,78,6.95,IS,1731284960
545,dzhambeyty,50.2536,52.595,275.34,85,99,4.2,KZ,1731284961
546,haiku-pauwela,20.9219,-156.3051,301.16,60,20,9.83,US,1731284962
547,urangan,-25.3,152.9,297.65,78,99,6.27,AU,1731284964
548,alofi,-19.0595,-169.9187,298.09,83,100,8.75,NU,1731284965
549,tongliao,43.6125,122.2653,277.65,39,100,6.18,CN,1731284966
550,yuzhno-kurilsk,44.0306,145.8556,282.19,92,89,5.46,RU,1731284967
551,kievka,50.2619,71.5514,272.41,96,99,7.11,KZ,1731284968
552,sandy,40.572,-111.8606,285.96,46,0,2.06,US,1731284970
553,kayangel,8.0823,134.7173,301.35,72,25,2.14,PW,1731284971
554,sao paulo de olivenca,-3.3783,-68.8725,299.01,85,99,0.96,BR,1731284972
555,snyder,32.7179,-100.9176,289.34,51,0,1.54,US,1731284973
556,mili,6.0815,171.735,301.81,75,41,6.85,MH,1731284974
557,kirkwall,58.9848,-2.9587,283.13,81,75,6.69,GB,1731284975
558,marka,1.7159,44.7717,299.24,83,57,3.33,SO,1731284977
559,southport,53.6478,-3.0065,284.27,84,99,6.44,GB,1731284979
560,bintulu,3.1667,113.0333,299.38,94,40,1.54,MY,1731284980
561,kavieng,-2.5744,150.7967,302.45,70,82,6.14,PG,1731284983
562,jashpurnagar,22.9,84.15,289.57,70,5,1.92,IN,1731284984
563,paterna de rivera,36.5211,-5.8494,287.49,67,47,1.8,ES,1731284986
564,lycksele,64.5954,18.6735,274.08,100,100,2.06,SE,1731284987
565,dakhla,23.6848,-15.958,294.43,66,0,6.7,EH,1731284988
566,jwaneng,-24.6004,24.7303,293.04,77,100,5.95,BW,1731284989
567,kovdor,67.5662,30.4758,269.85,94,74,1.77,RU,1731284738
568,nha trang,12.25,109.1833,299.15,81,37,1.68,VN,1731284992
569,isangel,-19.55,169.2667,302.21,65,75,5.14,VU,1731284993
570,sal rei,16.1833,-22.9167,298.94,77,88,7.23,CV,1731284994
571,eirunepe,-6.6603,-69.8736,300.69,67,97,1.52,BR,1731284995
572,shimoda,34.6667,138.95,291.41,85,100,3.64,JP,1731284996
573,las khorey,11.1595,48.1967,299.23,71,78,3.34,SO,1731284998
